dataset,backbone,phase,seed,candidate,mse,mae,static_mse,static_mae,state_bytes,mse_reduction_pct,mae_reduction_pct
ETTm2,patchtst,refit,1,half512,0.0922190129036833,0.2025061549896369,0.1130723924280687,0.2313689894804429,4528,18.44250314032343,12.474806825071827
ETTm2,patchtst,refit,2,half512,0.0940768204613072,0.2070450428352685,0.1116529630209008,0.2344577541349278,4528,15.741760974407315,11.691961906230485
appliances,dlinear,legacy,0,half512,0.1851763314857362,0.2501098720710857,0.2325691323577364,0.2880679854013933,13192,20.37794112724336,13.176789943324252
appliances,dlinear,legacy,1,half512,0.1850145978321591,0.2497665157756826,0.2338600692508773,0.2927677249626008,13192,20.886623173928164,14.687824346898658
appliances,dlinear,legacy,2,half512,0.1849889640711079,0.2505352003675702,0.2466048524107622,0.3041905111067943,13192,24.985675560439734,17.638719414356395
appliances,dlinear,refit,0,half512,0.1836244386275829,0.2490451850037867,0.2214710995625274,0.277695690730193,13192,17.088758311898534,10.317230941204247
appliances,dlinear,refit,1,half512,0.1854889750879198,0.2501572789821913,0.2216167536762602,0.2749426919619232,13192,16.30191670486978,9.014756058024066
appliances,dlinear,refit,2,half512,0.1856081842155703,0.250559634687739,0.2279299018765531,0.2843024989562913,13192,18.567865520296788,11.868648496733725
appliances,patchtst,legacy,0,half512,0.1894946174498719,0.2545234099507906,0.4215198580785,0.373796431242931,13192,55.04491334911626,31.908550034985396
appliances,patchtst,legacy,1,half512,0.1889950587988867,0.2553799658156473,0.4488101578057483,0.3891468014261804,13192,57.88975460740651,34.374389078952284
appliances,patchtst,legacy,2,half512,0.1867475503265066,0.2531677040741298,0.4399032140442657,0.3861921650488502,13192,57.54803684891583,34.44514752335637
appliances,patchtst,refit,0,half512,0.1861536912381105,0.2550958360607114,0.4695688419918778,0.3932843572278388,13192,60.35646435814188,35.13704998113402
appliances,patchtst,refit,1,half512,0.1868935020652479,0.2575057430344691,0.4304963504108326,0.3902387975236796,13192,56.58650720571937,34.01329015246268
appliances,patchtst,refit,2,half512,0.1808302968759833,0.2490054181311465,0.4253650581247619,0.3816055212205237,13192,57.48821079164787,34.74795193352293
bdg2,dlinear,legacy,0,half512,0.1937012391967129,0.2824963529968992,0.2169297286897771,0.3063098620758143,8176,10.707840568169614,7.774320068421781
